book_id,tag_id,count,tag_name
1,11557,50755,favorites
2,11557,48220,favorites
3,11557,11782,favorites
4,11557,30903,favorites
5,11557,20851,favorites
6,11557,35724,favorites
7,11557,20160,favorites
8,11557,16256,favorites
9,11557,5077,favorites
10,11557,31163,favorites
11,11557,12736,favorites
12,11557,28771,favorites
14,11557,9277,favorites
16,11557,9086,favorites
18,11557,40087,favorites
19,11557,943,favorites
20,11557,22416,favorites
21,11557,3423,favorites
22,11557,4762,favorites
23,11557,30279,favorites
25,11557,40884,favorites
26,11557,6024,favorites
27,11557,34173,favorites
28,11557,6290,favorites
29,11557,3295,favorites
30,11557,9460,favorites
31,11557,14978,favorites
32,11557,5732,favorites
33,11557,8385,favorites
34,11557,286,favorites
35,11557,8698,favorites
36,11557,1057,favorites
37,11557,6789,favorites
38,11557,515,favorites
39,11557,638,favorites
40,11557,698,favorites
41,11557,15458,favorites
42,11557,7377,favorites
43,11557,883,favorites
44,11557,541,favorites
45,11557,338,favorites
46,11557,1681,favorites
47,11557,30427,favorites
48,11557,10292,favorites
49,11557,5859,favorites
50,11557,3194,favorites
51,11557,17635,favorites
52,11557,6592,favorites
53,11557,5712,favorites
54,11557,10173,favorites
55,11557,7545,favorites
56,11557,137,favorites
57,11557,4387,favorites
58,11557,2615,favorites
59,11557,2732,favorites
60,11557,672,favorites
61,11557,2925,favorites
62,11557,7170,favorites
63,11557,9957,favorites
64,11557,4183,favorites
65,11557,7697,favorites
66,11557,7738,favorites
67,11557,9147,favorites
68,11557,23350,favorites
69,11557,12604,favorites
70,11557,12982,favorites
71,11557,5805,favorites
73,11557,299,favorites
74,11557,15971,favorites
75,11557,1928,favorites
76,11557,4614,favorites
77,11557,153,favorites
78,11557,694,favorites
79,11557,2292,favorites
80,11557,383,favorites
81,11557,5709,favorites
82,11557,3214,favorites
83,11557,4000,favorites
84,11557,2995,favorites
85,11557,3964,favorites
86,11557,924,favorites
87,11557,3917,favorites
88,11557,553,favorites
90,11557,7302,favorites
91,11557,7995,favorites
92,11557,108,favorites
93,11557,5435,favorites
94,11557,318,favorites
95,11557,9811,favorites
96,11557,4770,favorites
97,11557,4819,favorites
98,11557,202,favorites
99,11557,91,favorites
100,11557,4796,favorites
101,11557,2655,favorites
102,11557,2172,favorites
103,11557,7185,favorites
104,11557,5849,favorites
105,11557,6314,favorites
106,11557,2826,favorites
107,11557,88,favorites
108,11557,1155,favorites
109,11557,5579,favorites
110,11557,6690,favorites
111,11557,799,favorites
112,11557,760,favorites
113,11557,5390,favorites
114,11557,3542,favorites
115,11557,4701,favorites
116,11557,1365,favorites
117,11557,5780,favorites
118,11557,1884,favorites
119,11557,8766,favorites
120,11557,1436,favorites
121,11557,1006,favorites
122,11557,2724,favorites
123,11557,551,favorites
124,11557,3827,favorites
125,11557,5203,favorites
126,11557,5776,favorites
127,11557,737,favorites
128,11557,1187,favorites
129,11557,4099,favorites
130,11557,2735,favorites
131,11557,3727,favorites
132,11557,225,favorites
133,11557,6626,favorites
134,11557,155,favorites
135,11557,9069,favorites
136,11557,927,favorites
137,11557,8122,favorites
138,11557,144,favorites
139,11557,5454,favorites
140,11557,3747,favorites
141,11557,170,favorites
142,11557,4593,favorites
143,11557,6099,favorites
144,11557,3838,favorites
145,11557,859,favorites
146,11557,3469,favorites
147,11557,8280,favorites
148,11557,1621,favorites
149,11557,5889,favorites
150,11557,186,favorites
151,11557,7650,favorites
152,11557,1433,favorites
153,11557,10688,favorites
154,11557,3309,favorites
155,11557,7893,favorites
156,11557,1263,favorites
157,11557,952,favorites
158,11557,1807,favorites
159,11557,8641,favorites
160,11557,3134,favorites
161,11557,8475,favorites
162,11557,5060,favorites
163,11557,2053,favorites
164,11557,12088,favorites
165,11557,4144,favorites
166,11557,3654,favorites
167,11557,7662,favorites
168,11557,4908,favorites
169,11557,2542,favorites
170,11557,895,favorites
171,11557,4200,favorites
172,11557,4682,favorites
173,11557,461,favorites
174,11557,1546,favorites
175,11557,10495,favorites
176,11557,3290,favorites
177,11557,81,favorites
178,11557,1560,favorites
179,11557,2207,favorites
180,11557,3641,favorites
181,11557,2873,favorites
182,11557,2894,favorites
183,11557,14240,favorites
184,11557,293,favorites
185,11557,7767,favorites
186,11557,2236,favorites
187,11557,4194,favorites
188,11557,4214,favorites
189,11557,8090,favorites
190,11557,2595,favorites
191,11557,5073,favorites
192,11557,11116,favorites
193,11557,297,favorites
194,11557,2030,favorites
195,11557,1300,favorites
196,11557,5121,favorites
197,11557,1917,favorites
198,11557,779,favorites
199,11557,1457,favorites
200,11557,5909,favorites
201,11557,1420,favorites
202,11557,6499,favorites
203,11557,8415,favorites
204,11557,2270,favorites
205,11557,1358,favorites
206,11557,8956,favorites
207,11557,1098,favorites
208,11557,1856,favorites
209,11557,1648,favorites
211,11557,768,favorites
212,11557,4108,favorites
213,11557,2820,favorites
214,11557,8269,favorites
215,11557,9527,favorites
216,11557,3703,favorites
217,11557,756,favorites
218,11557,3620,favorites
220,11557,101,favorites
221,11557,201,favorites
222,11557,563,favorites
223,11557,2334,favorites
224,11557,2775,favorites
225,11557,893,favorites
226,11557,2176,favorites
227,11557,315,favorites
228,11557,208,favorites
229,11557,4479,favorites
230,11557,5873,favorites
231,11557,2013,favorites
232,11557,2249,favorites
233,11557,180,favorites
234,11557,4079,favorites
235,11557,76,favorites
236,11557,581,favorites
237,11557,1476,favorites
238,11557,1230,favorites
239,11557,3105,favorites
240,11557,1511,favorites
241,11557,1821,favorites
242,11557,218,favorites
243,11557,1907,favorites
244,11557,2408,favorites
245,11557,2283,favorites
246,11557,1637,favorites
247,11557,541,favorites
248,11557,2507,favorites
249,11557,5290,favorites
250,11557,5969,favorites
251,11557,415,favorites
252,11557,11656,favorites
253,11557,1474,favorites
254,11557,69,favorites
255,11557,2290,favorites
256,11557,531,favorites
257,11557,2460,favorites
258,11557,6875,favorites
261,11557,278,favorites
262,11557,1902,favorites
263,11557,4539,favorites
264,11557,2456,favorites
265,11557,4963,favorites
266,11557,244,favorites
267,11557,3576,favorites
268,11557,373,favorites
269,11557,1292,favorites
270,11557,764,favorites
271,11557,4088,favorites
273,11557,1720,favorites
274,11557,2360,favorites
275,11557,2996,favorites
276,11557,1402,favorites
277,11557,4739,favorites
278,11557,964,favorites
279,11557,2723,favorites
281,11557,305,favorites
282,11557,3204,favorites
283,11557,6364,favorites
284,11557,2620,favorites
285,11557,1908,favorites
286,11557,1031,favorites
287,11557,2462,favorites
288,11557,433,favorites
289,11557,4165,favorites
290,11557,1583,favorites
291,11557,2137,favorites
292,11557,2375,favorites
293,11557,1164,favorites
294,11557,6298,favorites
295,11557,3293,favorites
296,11557,566,favorites
297,11557,3450,favorites
298,11557,1117,favorites
300,11557,2395,favorites
301,11557,1587,favorites
302,11557,1490,favorites
303,11557,531,favorites
304,11557,791,favorites
305,11557,82,favorites
306,11557,384,favorites
307,11557,5738,favorites
308,11557,1467,favorites
309,11557,7882,favorites
310,11557,453,favorites
311,11557,154,favorites
312,11557,4353,favorites
313,11557,1324,favorites
314,11557,3420,favorites
315,11557,376,favorites
316,11557,1432,favorites
317,11557,1329,favorites
318,11557,936,favorites
319,11557,7990,favorites
320,11557,1887,favorites
321,11557,2054,favorites
322,11557,4842,favorites
323,11557,4687,favorites
324,11557,13021,favorites
325,11557,3122,favorites
326,11557,2600,favorites
327,11557,347,favorites
328,11557,107,favorites
329,11557,559,favorites
330,11557,2056,favorites
331,11557,1248,favorites
333,11557,1805,favorites
334,11557,2688,favorites
335,11557,957,favorites
336,11557,261,favorites
337,11557,3245,favorites
338,11557,2378,favorites
339,11557,681,favorites
340,11557,698,favorites
341,11557,1480,favorites
342,11557,24,favorites
343,11557,262,favorites
344,11557,800,favorites
345,11557,847,favorites
346,11557,1348,favorites
347,11557,1445,favorites
349,11557,171,favorites
350,11557,2004,favorites
351,11557,11423,favorites
352,11557,1455,favorites
353,11557,1349,favorites
354,11557,2052,favorites
355,11557,7166,favorites
356,11557,866,favorites
357,11557,2128,favorites
358,11557,1506,favorites
359,11557,37,favorites
360,11557,2039,favorites
361,11557,947,favorites
363,11557,9862,favorites
364,11557,701,favorites
365,11557,1860,favorites
367,11557,1082,favorites
368,11557,3249,favorites
369,11557,2521,favorites
370,11557,2361,favorites
371,11557,1291,favorites
372,11557,802,favorites
373,11557,61,favorites
374,11557,1614,favorites
375,11557,1328,favorites
376,11557,2485,favorites
377,11557,3817,favorites
378,11557,58,favorites
379,11557,2855,favorites
380,11557,3997,favorites
381,11557,817,favorites
382,11557,3214,favorites
383,11557,185,favorites
384,11557,5015,favorites
386,11557,1499,favorites
387,11557,1219,favorites
388,11557,890,favorites
389,11557,5818,favorites
390,11557,1282,favorites
391,11557,1203,favorites
393,11557,298,favorites
394,11557,5550,favorites
395,11557,1250,favorites
396,11557,917,favorites
397,11557,3262,favorites
398,11557,302,favorites
399,11557,2419,favorites
400,11557,476,favorites
401,11557,1474,favorites
402,11557,117,favorites
404,11557,579,favorites
405,11557,1786,favorites
407,11557,1682,favorites
408,11557,324,favorites
409,11557,1432,favorites
410,11557,1153,favorites
411,11557,713,favorites
413,11557,1747,favorites
414,11557,90,favorites
415,11557,995,favorites
416,11557,1432,favorites
417,11557,2809,favorites
418,11557,2773,favorites
419,11557,4733,favorites
420,11557,574,favorites
421,11557,789,favorites
422,11557,5545,favorites
423,11557,2013,favorites
424,11557,1994,favorites
425,11557,1137,favorites
426,11557,2399,favorites
427,11557,2787,favorites
428,11557,6583,favorites
429,11557,918,favorites
430,11557,3955,favorites
431,11557,882,favorites
432,11557,982,favorites
433,11557,2676,favorites
434,11557,3121,favorites
435,11557,3934,favorites
436,11557,2238,favorites
437,11557,933,favorites
438,11557,358,favorites
439,11557,779,favorites
440,11557,993,favorites
442,11557,1581,favorites
444,11557,1452,favorites
445,11557,1017,favorites
446,11557,1204,favorites
447,11557,2568,favorites
449,11557,893,favorites
450,11557,1370,favorites
451,11557,1970,favorites
452,11557,5576,favorites
453,11557,1004,favorites
454,11557,353,favorites
455,11557,686,favorites
456,11557,1277,favorites
457,11557,2103,favorites
458,11557,2682,favorites
459,11557,2492,favorites
460,11557,13684,favorites
461,11557,30,favorites
463,11557,2261,favorites
464,11557,958,favorites
465,11557,250,favorites
466,11557,596,favorites
467,11557,769,favorites
468,11557,2032,favorites
469,11557,1050,favorites
471,11557,1350,favorites
472,11557,1966,favorites
473,11557,965,favorites
474,11557,968,favorites
475,11557,276,favorites
476,11557,1652,favorites
477,11557,288,favorites
478,11557,582,favorites
480,11557,3305,favorites
481,11557,1500,favorites
482,11557,969,favorites
483,11557,2659,favorites
484,11557,922,favorites
485,11557,3453,favorites
486,11557,1387,favorites
487,11557,398,favorites
488,11557,2096,favorites
489,11557,1639,favorites
490,11557,1278,favorites
491,11557,809,favorites
492,11557,206,favorites
493,11557,1849,favorites
494,11557,4740,favorites
495,11557,1204,favorites
496,11557,195,favorites
497,11557,982,favorites
498,11557,1783,favorites
499,11557,1828,favorites
500,11557,886,favorites
501,11557,535,favorites
503,11557,1120,favorites
506,11557,5443,favorites
508,11557,327,favorites
509,11557,530,favorites
510,11557,769,favorites
511,11557,165,favorites
512,11557,1221,favorites
513,11557,1524,favorites
514,11557,1580,favorites
515,11557,904,favorites
516,11557,2738,favorites
518,11557,2986,favorites
519,11557,849,favorites
520,11557,3283,favorites
521,11557,269,favorites
522,11557,3598,favorites
523,11557,357,favorites
527,11557,784,favorites
528,11557,732,favorites
529,11557,473,favorites
530,11557,1900,favorites
531,11557,886,favorites
533,11557,470,favorites
534,11557,788,favorites
535,11557,7023,favorites
536,11557,3159,favorites
538,11557,454,favorites
539,11557,6285,favorites
540,11557,2894,favorites
542,11557,2041,favorites
543,11557,5241,favorites
544,11557,725,favorites
545,11557,1187,favorites
546,11557,1020,favorites
547,11557,656,favorites
549,11557,378,favorites
550,11557,990,favorites
551,11557,392,favorites
553,11557,72,favorites
554,11557,129,favorites
555,11557,256,favorites
556,11557,268,favorites
557,11557,3114,favorites
558,11557,1446,favorites
559,11557,1565,favorites
560,11557,1469,favorites
561,11557,3461,favorites
562,11557,3871,favorites
563,11557,808,favorites
565,11557,338,favorites
566,11557,58,favorites
567,11557,119,favorites
569,11557,2240,favorites
570,11557,1518,favorites
572,11557,2211,favorites
574,11557,690,favorites
575,11557,826,favorites
576,11557,1289,favorites
577,11557,1864,favorites
578,11557,48,favorites
579,11557,226,favorites
581,11557,557,favorites
584,11557,1366,favorites
586,11557,725,favorites
587,11557,2132,favorites
588,11557,153,favorites
590,11557,1244,favorites
591,11557,2183,favorites
592,11557,4066,favorites
593,11557,1289,favorites
594,11557,650,favorites
595,11557,1450,favorites
596,11557,224,favorites
597,11557,1311,favorites
598,11557,1631,favorites
599,11557,1139,favorites
601,11557,330,favorites
602,11557,1401,favorites
603,11557,413,favorites
604,11557,1235,favorites
606,11557,1068,favorites
607,11557,7766,favorites
608,11557,830,favorites
609,11557,443,favorites
610,11557,782,favorites
611,11557,94,favorites
612,11557,1311,favorites
613,11557,1602,favorites
614,11557,1544,favorites
616,11557,53,favorites
617,11557,298,favorites
618,11557,1368,favorites
620,11557,2350,favorites
621,11557,584,favorites
623,11557,399,favorites
624,11557,724,favorites
625,11557,348,favorites
626,11557,444,favorites
627,11557,331,favorites
628,11557,115,favorites
631,11557,652,favorites
633,11557,695,favorites
637,11557,1928,favorites
638,11557,1259,favorites
639,11557,676,favorites
640,11557,309,favorites
641,11557,1567,favorites
642,11557,21,favorites
644,11557,154,favorites
646,11557,463,favorites
648,11557,2358,favorites
649,11557,1844,favorites
650,11557,704,favorites
651,11557,1654,favorites
652,11557,667,favorites
653,11557,2239,favorites
654,11557,946,favorites
655,11557,1255,favorites
658,11557,277,favorites
660,11557,153,favorites
661,11557,329,favorites
662,11557,1447,favorites
664,11557,1502,favorites
665,11557,121,favorites
666,11557,1264,favorites
668,11557,144,favorites
669,11557,424,favorites
670,11557,400,favorites
672,11557,2002,favorites
673,11557,2132,favorites
675,11557,360,favorites
678,11557,1414,favorites
679,11557,456,favorites
681,11557,357,favorites
682,11557,2684,favorites
684,11557,5750,favorites
688,11557,531,favorites
689,11557,579,favorites
691,11557,2170,favorites
693,11557,545,favorites
695,11557,802,favorites
696,11557,1703,favorites
697,11557,619,favorites
699,11557,767,favorites
701,11557,2051,favorites
703,11557,526,favorites
704,11557,313,favorites
705,11557,150,favorites
706,11557,719,favorites
707,11557,1282,favorites
709,11557,26,favorites
710,11557,232,favorites
712,11557,1371,favorites
714,11557,1141,favorites
715,11557,689,favorites
718,11557,1710,favorites
722,11557,668,favorites
724,11557,599,favorites
725,11557,1106,favorites
727,11557,1036,favorites
729,11557,1697,favorites
730,11557,412,favorites
731,11557,599,favorites
733,11557,560,favorites
734,11557,586,favorites
736,11557,1136,favorites
738,11557,809,favorites
739,11557,976,favorites
740,11557,822,favorites
742,11557,265,favorites
743,11557,2190,favorites
746,11557,3199,favorites
747,11557,2907,favorites
748,11557,652,favorites
749,11557,1074,favorites
751,11557,844,favorites
752,11557,1070,favorites
754,11557,535,favorites
755,11557,899,favorites
757,11557,1619,favorites
760,11557,1565,favorites
763,11557,973,favorites
766,11557,1344,favorites
767,11557,575,favorites
768,11557,476,favorites
769,11557,2067,favorites
770,11557,593,favorites
771,11557,148,favorites
773,11557,579,favorites
774,11557,7682,favorites
778,11557,1069,favorites
781,11557,1480,favorites
782,11557,1408,favorites
789,11557,399,favorites
792,11557,908,favorites
793,11557,1495,favorites
794,11557,751,favorites
795,11557,570,favorites
798,11557,193,favorites
799,11557,638,favorites
801,11557,756,favorites
804,11557,15,favorites
806,11557,1246,favorites
815,11557,1117,favorites
816,11557,900,favorites
818,11557,246,favorites
819,11557,980,favorites
820,11557,1720,favorites
825,11557,417,favorites
826,11557,960,favorites
829,11557,1071,favorites
833,11557,110,favorites
838,11557,435,favorites
839,11557,593,favorites
840,11557,1106,favorites
848,11557,63,favorites
850,11557,1574,favorites
851,11557,1078,favorites
855,11557,1006,favorites
856,11557,978,favorites
857,11557,1974,favorites
860,11557,766,favorites
865,11557,310,favorites
868,11557,642,favorites
869,11557,180,favorites
871,11557,548,favorites
876,11557,98,favorites
877,11557,2188,favorites
879,11557,643,favorites
883,11557,1416,favorites
885,11557,352,favorites
887,11557,1395,favorites
891,11557,626,favorites
898,11557,758,favorites
899,11557,1098,favorites
906,11557,470,favorites
911,11557,10,favorites
915,11557,397,favorites
916,11557,178,favorites
919,11557,665,favorites
924,11557,26,favorites
925,11557,467,favorites
930,11557,651,favorites
934,11557,1320,favorites
935,11557,24,favorites
936,11557,784,favorites
937,11557,1877,favorites
941,11557,210,favorites
944,11557,340,favorites
948,11557,537,favorites
953,11557,1016,favorites
959,11557,935,favorites
967,11557,196,favorites
982,11557,667,favorites
984,11557,952,favorites
986,11557,40,favorites
1014,11557,630,favorites
1053,11557,571,favorites
1061,11557,1249,favorites
1075,11557,114,favorites
1094,11557,937,favorites
1120,11557,220,favorites
1123,11557,221,favorites
1133,11557,882,favorites
1139,11557,160,favorites
1186,11557,608,favorites
1248,11557,789,favorites
1,8717,35418,currently-reading
2,8717,44640,currently-reading
3,8717,240,currently-reading
4,8717,1997,currently-reading
5,8717,313,currently-reading
6,8717,515,currently-reading
7,8717,1002,currently-reading
8,8717,628,currently-reading
9,8717,573,currently-reading
11,8717,196,currently-reading
12,8717,28677,currently-reading
13,8717,3486,currently-reading
16,8717,19634,currently-reading
17,8717,645,currently-reading
18,8717,17944,currently-reading
19,8717,1457,currently-reading
20,8717,22558,currently-reading
21,8717,3516,currently-reading
22,8717,2003,currently-reading
23,8717,22082,currently-reading
26,8717,9968,currently-reading
27,8717,12986,currently-reading
28,8717,577,currently-reading
30,8717,213,currently-reading
31,8717,16333,currently-reading
32,8717,237,currently-reading
33,8717,6341,currently-reading
34,8717,2669,currently-reading
35,8717,26269,currently-reading
36,8717,526,currently-reading
37,8717,345,currently-reading
38,8717,847,currently-reading
39,8717,7230,currently-reading
40,8717,1830,currently-reading
41,8717,14631,currently-reading
42,8717,27954,currently-reading
43,8717,655,currently-reading
44,8717,1595,currently-reading
45,8717,1458,currently-reading
46,8717,3245,currently-reading
47,8717,3486,currently-reading
48,8717,12454,currently-reading
49,8717,6421,currently-reading
50,8717,1926,currently-reading
51,8717,2276,currently-reading
52,8717,5900,currently-reading
53,8717,745,currently-reading
54,8717,11955,currently-reading
55,8717,140,currently-reading
56,8717,251,currently-reading
57,8717,5240,currently-reading
58,8717,20158,currently-reading
59,8717,1316,currently-reading
60,8717,1189,currently-reading
62,8717,5693,currently-reading
63,8717,490,currently-reading
64,8717,4490,currently-reading
65,8717,11267,currently-reading
66,8717,165,currently-reading
67,8717,411,currently-reading
68,8717,362,currently-reading
69,8717,23192,currently-reading
70,8717,9451,currently-reading
71,8717,193,currently-reading
72,8717,86,currently-reading
73,8717,112,currently-reading
74,8717,131,currently-reading
75,8717,2191,currently-reading
77,8717,2837,currently-reading
78,8717,204,currently-reading
79,8717,6696,currently-reading
80,8717,441,currently-reading
81,8717,11439,currently-reading
82,8717,6049,currently-reading
83,8717,33064,currently-reading
84,8717,2961,currently-reading
85,8717,2536,currently-reading
86,8717,2096,currently-reading
87,8717,4704,currently-reading
89,8717,453,currently-reading
90,8717,1231,currently-reading
91,8717,20225,currently-reading
92,8717,817,currently-reading
93,8717,6309,currently-reading
94,8717,386,currently-reading
95,8717,39631,currently-reading
96,8717,966,currently-reading
97,8717,28995,currently-reading
98,8717,417,currently-reading
99,8717,93,currently-reading
100,8717,1301,currently-reading
101,8717,147,currently-reading
102,8717,1309,currently-reading
103,8717,175,currently-reading
104,8717,6918,currently-reading
105,8717,20207,currently-reading
106,8717,9704,currently-reading
107,8717,243,currently-reading
108,8717,130,currently-reading
109,8717,64311,currently-reading
110,8717,30292,currently-reading
111,8717,415,currently-reading
113,8717,16446,currently-reading
114,8717,5394,currently-reading
115,8717,7904,currently-reading
116,8717,9693,currently-reading
117,8717,6178,currently-reading
118,8717,434,currently-reading
119,8717,47919,currently-reading
120,8717,1227,currently-reading
121,8717,470,currently-reading
122,8717,268,currently-reading
123,8717,1076,currently-reading
124,8717,8697,currently-reading
125,8717,14487,currently-reading
126,8717,12850,currently-reading
127,8717,9353,currently-reading
128,8717,1295,currently-reading
129,8717,6143,currently-reading
130,8717,5831,currently-reading
131,8717,850,currently-reading
132,8717,470,currently-reading
133,8717,5084,currently-reading
134,8717,7402,currently-reading
135,8717,17881,currently-reading
136,8717,343,currently-reading
137,8717,2178,currently-reading
140,8717,8458,currently-reading
141,8717,170,currently-reading
142,8717,690,currently-reading
143,8717,40187,currently-reading
144,8717,13236,currently-reading
145,8717,482,currently-reading
146,8717,25951,currently-reading
148,8717,544,currently-reading
149,8717,11395,currently-reading
150,8717,228,currently-reading
151,8717,5805,currently-reading
152,8717,3084,currently-reading
153,8717,10081,currently-reading
154,8717,9068,currently-reading
155,8717,7676,currently-reading
156,8717,751,currently-reading
157,8717,1777,currently-reading
158,8717,80,currently-reading
159,8717,4158,currently-reading
160,8717,17320,currently-reading
161,8717,4069,currently-reading
162,8717,112,currently-reading
163,8717,1125,currently-reading
164,8717,23261,currently-reading
166,8717,9058,currently-reading
167,8717,228,currently-reading
168,8717,11064,currently-reading
169,8717,3776,currently-reading
170,8717,1052,currently-reading
171,8717,18466,currently-reading
172,8717,478,currently-reading
173,8717,602,currently-reading
174,8717,14349,currently-reading
175,8717,3989,currently-reading
176,8717,22547,currently-reading
177,8717,429,currently-reading
178,8717,1718,currently-reading
179,8717,2527,currently-reading
180,8717,13918,currently-reading
181,8717,6807,currently-reading
182,8717,8657,currently-reading
183,8717,317,currently-reading
184,8717,155,currently-reading
185,8717,16739,currently-reading
186,8717,2566,currently-reading
187,8717,6856,currently-reading
188,8717,20601,currently-reading
189,8717,11180,currently-reading
190,8717,12835,currently-reading
191,8717,4557,currently-reading
192,8717,18236,currently-reading
193,8717,2298,currently-reading
194,8717,23315,currently-reading
195,8717,1185,currently-reading
196,8717,210,currently-reading
197,8717,2983,currently-reading
198,8717,147,currently-reading
199,8717,1819,currently-reading
200,8717,6482,currently-reading
201,8717,8858,currently-reading
202,8717,4049,currently-reading
203,8717,385,currently-reading
204,8717,8091,currently-reading
205,8717,1583,currently-reading
206,8717,1354,currently-reading
207,8717,1790,currently-reading
208,8717,301,currently-reading
209,8717,1877,currently-reading
211,8717,10056,currently-reading
212,8717,5074,currently-reading
213,8717,7130,currently-reading
214,8717,4873,currently-reading
215,8717,15525,currently-reading
216,8717,588,currently-reading
217,8717,6401,currently-reading
218,8717,5582,currently-reading
219,8717,71,currently-reading
220,8717,265,currently-reading
221,8717,1091,currently-reading
222,8717,2293,currently-reading
223,8717,2407,currently-reading
224,8717,2247,currently-reading
225,8717,2374,currently-reading
226,8717,570,currently-reading
227,8717,768,currently-reading
228,8717,484,currently-reading
229,8717,16983,currently-reading
230,8717,10402,currently-reading
231,8717,2910,currently-reading
232,8717,548,currently-reading
233,8717,376,currently-reading
234,8717,3633,currently-reading
235,8717,1296,currently-reading
236,8717,1309,currently-reading
237,8717,126,currently-reading
238,8717,1718,currently-reading
240,8717,18146,currently-reading
241,8717,1392,currently-reading
242,8717,1939,currently-reading
243,8717,2536,currently-reading
244,8717,783,currently-reading
245,8717,1438,currently-reading
246,8717,403,currently-reading
247,8717,643,currently-reading
248,8717,6231,currently-reading
249,8717,355,currently-reading
250,8717,12130,currently-reading
251,8717,1234,currently-reading
252,8717,203,currently-reading
253,8717,11869,currently-reading
254,8717,262,currently-reading
255,8717,273,currently-reading
256,8717,5220,currently-reading
257,8717,6917,currently-reading
258,8717,9749,currently-reading
260,8717,449,currently-reading
261,8717,987,currently-reading
262,8717,633,currently-reading
263,8717,895,currently-reading
264,8717,5479,currently-reading
265,8717,5395,currently-reading
266,8717,921,currently-reading
267,8717,15244,currently-reading
268,8717,6357,currently-reading
269,8717,2592,currently-reading
270,8717,720,currently-reading
271,8717,3500,currently-reading
272,8717,40,currently-reading
273,8717,1876,currently-reading
274,8717,3398,currently-reading
275,8717,12215,currently-reading
276,8717,4336,currently-reading
277,8717,951,currently-reading
278,8717,798,currently-reading
279,8717,20467,currently-reading
280,8717,245,currently-reading
281,8717,40,currently-reading
282,8717,166,currently-reading
283,8717,1854,currently-reading
284,8717,11466,currently-reading
285,8717,468,currently-reading
286,8717,838,currently-reading
287,8717,7909,currently-reading
288,8717,1033,currently-reading
289,8717,4276,currently-reading
290,8717,6214,currently-reading
291,8717,61,currently-reading
293,8717,16226,currently-reading
294,8717,4627,currently-reading
295,8717,15401,currently-reading
296,8717,1534,currently-reading
297,8717,4812,currently-reading
298,8717,8280,currently-reading
299,8717,112,currently-reading
300,8717,4078,currently-reading
301,8717,8900,currently-reading
302,8717,241,currently-reading
303,8717,8667,currently-reading
304,8717,1324,currently-reading
305,8717,249,currently-reading
306,8717,350,currently-reading
307,8717,9127,currently-reading
308,8717,2188,currently-reading
309,8717,7724,currently-reading
310,8717,1074,currently-reading
311,8717,271,currently-reading
312,8717,133,currently-reading
313,8717,9880,currently-reading
314,8717,3514,currently-reading
315,8717,2231,currently-reading
316,8717,106,currently-reading
317,8717,1602,currently-reading
318,8717,5321,currently-reading
319,8717,7205,currently-reading
320,8717,1267,currently-reading
321,8717,1320,currently-reading
322,8717,879,currently-reading
323,8717,8373,currently-reading
324,8717,1255,currently-reading
325,8717,1329,currently-reading
326,8717,1454,currently-reading
327,8717,200,currently-reading
328,8717,3284,currently-reading
329,8717,1246,currently-reading
330,8717,7254,currently-reading
331,8717,2493,currently-reading
332,8717,86,currently-reading
333,8717,59,currently-reading
334,8717,2658,currently-reading
335,8717,1307,currently-reading
336,8717,470,currently-reading
337,8717,8571,currently-reading
338,8717,262,currently-reading
339,8717,424,currently-reading
340,8717,1066,currently-reading
341,8717,6251,currently-reading
343,8717,591,currently-reading
344,8717,1852,currently-reading
345,8717,1202,currently-reading
